kode_bps,kode_dagri,nama_bps,nama_dagri
1501092,15.01.19,KAYU ARO BARAT,KAYU ARO BARAT
1502041,15.02.10,BANGKO BARAT,BANGKO  BARAT
1502042,15.02.11,NALO TANTAN,NALO TATAN
1502010,15.02.01,JANGKAT,JANGKAT
1502020,15.02.03,MUARA SIAU,MUARA SIAU
1502021,15.02.09,LEMBAH MASURAI,LEMBAH MASURAI
1502022,15.02.24,TIANG PUMPUNG,TIANG PUMPUNG
1502030,15.02.06,PAMENANG,PAMENANG
1502031,15.02.13,PAMENANG BARAT,PAMENANG BARAT
1502032,15.02.19,RENAH PAMENANG,RENAH PAMENANG
1502033,15.02.20,PAMENANG SELATAN,PAMENANG SELATAN
1502040,15.02.02,BANGKO,BANGKO
1502043,15.02.12,BATANG MASUMAI,BATANG MASUMAI
1502050,15.02.04,SUNGAI MANAU,SUNGAI MANAU
1502051,15.02.16,RENAH PEMBARAP,RENAH PEMBARAP
1502052,15.02.17,PANGKALAN JAMBU,PANGKALAN JAMBU
1502060,15.02.05,TABIR,TABIR
1502061,15.02.07,TABIR ULU,TABIR ULU
1502062,15.02.08,TABIR SELATAN,TABIR SELATAN
1502063,15.02.14,TABIR ILIR,TABIR ILIR
1502064,15.02.15,TABIR TIMUR,TABIR TIMUR
1502065,15.02.22,TABIR LINTAS,TABIR LINTAS
1502066,15.02.21,MARGO TABIR,MARGO TABIR
1502067,15.02.23,TABIR BARAT,TABIR BARAT
1502011,15.02.18,SUNGAI TENANG,JANGKAT TIMUR
1503010,15.03.01,BATANG ASAI,BATANG ASAI
1503020,15.03.02,LIMUN,LIMUN
1503021,15.03.10,CERMIN NAN GEDANG,CERMIN NAN GEDANG
1503030,15.03.05,PELAWAN,PELAWAN
1503031,15.03.09,SINGKUT,SINGKUT
1503040,15.03.03,SAROLANGUN,SAROLANGUN
1503041,15.03.08,BATHIN VIII,BATHIN VIII
1503050,15.03.04,PAUH,PAUH
1503051,15.03.07,AIR HITAM,AIR HITAM
1503060,15.03.06,MANDIANGIN,MANDIANGIN
1504010,15.04.01,MERSAM,MERSAM
1504011,15.04.06,MARO SEBO ULU,MARO SEBO ULU
1504020,15.04.04,BATIN XXIV,BATIN XXIV
1504030,15.04.02,MUARA TEMBESI,MUARA TEMBESI
1504040,15.04.03,MUARA BULIAN,MUARA BULIAN
1504041,15.04.07,BAJUBANG,BAJUBANG
1504042,15.04.08,MARO SEBO ILIR,MARO SEBO ILIR
1504050,15.04.05,PEMAYUNG,PEMAYUNG
1505010,15.05.05,MESTONG,MESTONG
1505011,15.05.07,SUNGAI BAHAR,SUNGAI BAHAR
1505012,15.05.10,BAHAR SELATAN,BAHAR SELATAN
1505013,15.05.09,BAHAR UTARA,BAHAR UTARA
1505020,15.05.06,KUMPEH ULU,KUMPEH ULU
1505021,15.05.08,SUNGAI GELAM,SUNGAI GELAM
1505030,15.05.03,KUMPEH,KUMPEH
1505040,15.05.04,MARO SEBO,MARO SEBO
1505041,15.05.11,TAMAN RAJO,TAMAN RAJO
1505050,15.05.01,JAMBI LUAR KOTA,JAMBI LUAR KOTA
1505060,15.05.02,SEKERNAN,SEKERNAN
1506060,15.07.05,SADU,S A D U
1506010,15.07.03,MENDAHARA,MENDAHARA
1506011,15.07.09,MENDAHARA ULU,MENDAHARA ULU
1506012,15.07.10,GERAGAI,GERAGAI
1506020,15.07.06,DENDANG,DENDANG
1506031,15.07.07,MUARA SABAK BARAT,MUARA SABAK BARAT
1506032,15.07.01,MUARA SABAK TIMUR,MUARA SABAK TIMUR
1506033,15.07.08,KUALA JAMBI,KUALA JAMBI
1506040,15.07.04,RANTAU RASAU,RANTAU RASAU
1506041,15.07.11,BERBAK,BERBAK
1506050,15.07.02,NIPAH PANJANG,NIPAH PANJANG
1507010,15.06.01,TUNGKAL ULU,TUNGKAL ULU
1507011,15.06.05,MERLUNG,MERLUNG
1507012,15.06.07,BATANG ASAM,BATANG ASAM
1507013,15.06.06,TEBING TINGGI,TEBING TINGGI
1507014,15.06.08,RENAH MENDALUH,RENAH MENDALUH
1507015,15.06.09,MUARA PAPALIK,MUARA PAPALIK
1507020,15.06.03,PENGABUAN,PENGABUAN
1507021,15.06.13,SENYERANG,SENYERANG
1507030,15.06.02,TUNGKAL ILIR,TUNGKAL ILIR
1507031,15.06.11,BRAM ITAM,BRAM ITAM
1507032,15.06.10,SEBERANG KOTA,SEBERANG KOTA
1507040,15.06.04,BETARA,BETARA
1507041,15.06.12,KUALA BETARA,KUALA BETARA
1508010,15.09.02,TEBO ILIR,TEBO ILIR
1508011,15.09.12,MUARA TABIR,MUARA TABIR
1508020,15.09.01,TEBO TENGAH,TEBO TENGAH
1508021,15.09.05,SUMAY,SUMAY
1508022,15.09.09,TENGAH ILIR,TENGAH ILIR
1508030,15.09.04,RIMBO BUJANG,RIMBO BUJANG
1508031,15.09.07,RIMBO ULU,RIMBO ULU
1508032,15.09.08,RIMBO ILIR,RIMBO ILIR
1508040,15.09.03,TEBO ULU,TEBO ULU
1508041,15.09.06,VII KOTO,VII KOTO
1508042,15.09.10,SERAI SERUMPUN,SERAI SERUMPUN
1508043,15.09.11,VII KOTO ILIR,VII KOTO ILIR
1509021,15.08.10,BATHIN II BABEKO,BATIN II BABEKO
1509024,15.08.03,PASAR MUARA BUNGO,PASAR MUARO BUNGO
1509010,15.08.06,PELEPAT,PELEPAT
1509011,15.08.09,PELEPAT ILIR,PELEPAT ILIR
1509022,15.08.13,RIMBO TENGAH,RIMBO TENGAH
1509023,15.08.12,BUNGO DANI,BUNGO DANI
1509025,15.08.11,BATHIN III,BATHIN III
1509030,15.08.02,RANTAU PANDAN,RANTAU PANDAN
1509031,15.08.08,MUKO-MUKO BATHIN VII,MUKO-MUKO BATHIN VII
1509032,15.08.14,BATHIN III ULU,BATHIN III ULU
1509040,15.08.05,TANAH SEPENGGAL,TANAH SEPENGGAL
1509041,15.08.17,TANAH SEPENGGAL LINTAS,TANAH SEPENGGAL LINTAS
1509050,15.08.01,TANAH TUMBUH,TANAH TUMBUH
1509051,15.08.07,LIMBUR LUBUK MENGKUANG,LIMBUR LUBUK MENGKUANG
1509052,15.08.15,BATHIN II PELAYANG,BATHIN II PELAYANG
1509060,15.08.04,JUJUHAN,JUJUHAN
1509061,15.08.16,JUJUHAN ILIR,JUJUHAN ILIR
1571010,15.71.07,KOTA BARU,KOTA BARU
1571011,15.71.09,ALAM BARAJO,ALAM BARAJO
1571020,15.71.02,JAMBI SELATAN,JAMBI SELATAN
1571021,15.71.11,PAAL MERAH,PAAL MERAH
1571030,15.71.08,JELUTUNG,JELUTUNG
1571040,15.71.04,PASAR JAMBI,PASAR JAMBI
1571050,15.71.01,TELANAIPURA,TELANAIPURA
1571051,15.71.10,DANAU SIPIN,DANAU SIPIN
1571060,15.71.06,DANAU TELUK,DANAU TELUK
1571070,15.71.05,PELAYANGAN,PELAYANGAN
1571080,15.71.03,JAMBI TIMUR,JAMBI TIMUR
1572010,15.72.04,TANAH KAMPUNG,TANAH KAMPUNG
1572020,15.72.05,KUMUN DEBAI,KUMUN DEBAI
1572030,15.72.01,SUNGAI PENUH,SUNGAI PENUH
1572031,15.72.06,PONDOK TINGGI,PONDOK TINGGI
1572032,15.72.08,SUNGAI BUNGKAL,SUNGAI BUNGKAL
1572040,15.72.03,HAMPARAN RAWANG,HAMPARAN RAWANG
1572050,15.72.02,PESISIR BUKIT,PESISIR BUKIT
1572051,15.72.07,KOTO BARU,KOTO BARU
1601130,16.01.14,BATU RAJA TIMUR,BATURAJA TIMUR
1601140,16.01.13,BATU RAJA BARAT,BATURAJA BARAT
1601052,16.01.28,LENGKITI,LENGKITI
1601070,16.01.07,SOSOH BUAY RAYAP,SOSOH BUAY RAYAP
1601080,16.01.08,PENGANDONAN,PENGANDONAN
1601081,16.01.21,SEMIDANG AJI,SEMIDANG AJI
1601082,16.01.20,ULU OGAN,ULU OGAN
1601083,16.01.31,MUARA JAYA,MUARA JAYA
1601090,16.01.09,PENINJAUAN,PENINJAUAN
1601091,16.01.22,LUBUK BATANG,LUBUK BATANG
1601092,16.01.29,SINAR PENINJAUAN,SINAR PENINJAUAN
1601093,16.01.32,KEDATON PENINJAUAN RAYA,KEDATON PENINJAUAN RAYA
1601131,16.01.30,LUBUK RAJA,LUBUK RAJA
1602060,16.02.05,KOTA KAYU AGUNG,KAYU AGUNG
1602131,16.02.19,PANGKALAN LAPAM,PANGKALAN LAMPAM
1602010,16.02.13,LEMPUING,LEMPUING
1602011,16.02.22,LEMPUING JAYA,LEMPUING JAYA
1602020,16.02.04,MESUJI,MESUJI
1602021,16.02.15,SUNGAI MENANG,SUNGAI MENANG
1602022,16.02.20,MESUJI MAKMUR,MESUJI MAKMUR
1602023,16.02.21,MESUJI RAYA,MESUJI RAYA
1602030,16.02.11,TULUNG SELAPAN,TULUNG SELAPAN
1602031,16.02.18,CENGAL,CENGAL
1602040,16.02.03,PEDAMARAN,PEDAMARAN
1602041,16.02.24,PEDAMARAN TIMUR,PEDAMARAN TIMUR
1602050,16.02.02,TANJUNG LUBUK,TANJUNG LUBUK
1602051,16.02.23,TELUK GELAM,TELUK GELAM
1602120,16.02.08,SIRAH PULAU PADANG,SIRAH PULAU PADANG
1602121,16.02.17,JEJAWI,JEJAWI
1602130,16.02.12,PAMPANGAN,PAMPANGAN
1602140,16.02.14,AIR SUGIHAN,AIR SUGIHAN
1603010,16.03.08,SEMENDO DARAT LAUT,SEMENDE DARAT LAUT
1603011,16.03.10,SEMENDO DARAT ULU,SEMENDE DARAT ULU
1603012,16.03.09,SEMENDO DARAT TENGAH,SEMENDE DARAT TENGAH
1603020,16.03.01,TANJUNG AGUNG,TANJUNG AGUNG
1603031,16.03.15,RAMBANG,RAMBANG
1603032,16.03.14,LUBAI,LUBAI
1603033,16.03.25,LUBAI ULU,LUBAI ULU
1603040,16.03.07,LAWANG KIDUL,LAWANG KIDUL
1603050,16.03.02,MUARA ENIM,MUARA ENIM
1603051,16.03.11,UJAN MAS,UJAN MAS
1603060,16.03.04,GUNUNG MEGANG,GUNUNG MEGANG
1603061,16.03.19,BENAKAT,BENAKAT
1603062,16.03.23,BELIMBING,BELIMBING
1603070,16.03.03,RAMBANG DANGKU,RAMBANG DANGKU
1603090,16.03.06,GELUMBANG,GELUMBANG
1603091,16.03.17,LEMBAK,LEMBAK
1603092,16.03.16,SUNGAI ROTAN,SUNGAI ROTAN
1603093,16.03.22,MUARA BELIDA,MUARA BELIDA
1603094,16.03.21,KELEKAR,KELEKAR
1603095,16.03.24,BELIDA DARAT,BELIDA DARAT
1604042,16.04.27,TANJUNG TEBAT,TANJUNGTEBAT
1604050,16.04.08,PULAU PINANG,PULAUPINANG
1604062,16.04.28,MUARA PAYANG,MUARAPAYANG
1604011,16.04.24,TANJUNG SAKTI PUMI,TANJUNG SAKTI PUMI
1604040,16.04.07,KOTA AGUNG,KOTA AGUNG
1604041,16.04.15,MULAK ULU,MULAK ULU
1604043,16.04.30,MULAK SEBINGKAI,MULAK SEBINGKAI
1604051,16.04.22,PAGAR GUNUNG,PAGAR GUNUNG
1604052,16.04.25,GUMAY ULU,GUMAY ULU
1604060,16.04.06,JARAI,JARAI
1604061,16.04.12,PAJAR BULAN,PAJAR BULAN
1604063,16.04.29,SUKAMERINDU,SUKAMERINDU
1604111,16.04.19,KIKIM BARAT,KIKIM BARAT
1604112,16.04.17,KIKIM TIMUR,KIKIM TIMUR
1604113,16.04.16,KIKIM SELATAN,KIKIM SELATAN
1604114,16.04.18,KIKIM TENGAH,KIKIM TENGAH
1604120,16.04.10,LAHAT,LAHAT
1604121,16.04.21,GUMAY TALANG,GUMAY TALANG
1604122,16.04.20,PSEKSU,PSEKSU
1604123,16.04.31,LAHAT SELATAN,LAHAT SELATAN
1604131,16.04.09,MERAPI BARAT,MERAPI BARAT
1604132,16.04.23,MERAPI TIMUR,MERAPI TIMUR
1604133,16.04.26,MERAPI SELATAN,MERAPI SELATAN
1604012,16.04.01,TANJUNG SAKTI PUMU,TANJUNGSAKTI PUMU
1605031,16.05.11,SELANGIT,SELANGIT
1605032,16.05.19,SUMBER HARTA,SUMBER HARTA
1605040,16.05.01,TUGUMULYO,TUGUMULYO
1605041,16.05.13,PURWODADI,PURWODADI
1605050,16.05.09,MUARA BELITI,MUARA BELITI
1605051,16.05.18,TIANG PUMPUNG KEPUNGUT,TIANG PUMPUNG KEPUNGUT
1605060,16.05.08,JAYALOKA,JAYALOKA
1605061,16.05.21,SUKA KARYA,SUKA KARYA
1605070,16.05.03,MUARA KELINGI,MUARA KELINGI
1605072,16.05.20,TUAH NEGERI,TUAH NEGERI
1605080,16.05.02,MUARA LAKITAN,MUARA LAKITAN
1605090,16.05.12,MEGANG SAKTI,MEGANG SAKTI
1605030,16.05.10,SUKU TENGAH LAKITAN ULU,STL ULU TERAWAS
1605071,16.05.14,BULANG TENGAH SUKU ULU,BTS. ULU
1606021,16.06.04,BATANGHARI LEKO,BATANG HARI LEKO
1606010,16.06.05,SANGA DESA,SANGA DESA
1606020,16.06.06,BABAT TOMAN,BABAT TOMAN
1606022,16.06.10,PLAKAT TINGGI,PLAKAT TINGGI
1606023,16.06.13,LAWANG WETAN,LAWANG WETAN
1606030,16.06.03,SUNGAI KERUH,SUNGAI KERUH
1606040,16.06.01,SEKAYU,SEKAYU
1606041,16.06.02,LAIS,LAIS
1606090,16.06.07,SUNGAI LILIN,SUNGAI LILIN
1606091,16.06.08,KELUANG,KELUANG
1606092,16.06.14,BABAT SUPAT,BABAT SUPAT
1606100,16.06.09,BAYUNG LENCIR,BAYUNG LENCIR
1606101,16.06.11,LALAN,LALAN
1606102,16.06.12,TUNGKAL JAYA,TUNGKAL JAYA
1607091,16.07.14,AIR SALEH,AIR SALEK
1607010,16.07.11,RANTAU BAYUR,RANTAU BAYUR
1607020,16.07.05,BETUNG,BETUNG
1607021,16.07.16,SUAK TAPEH,SUAK TAPEH
1607030,16.07.04,PULAU RIMAU,PULAU RIMAU
1607031,16.07.15,TUNGKAL ILIR,TUNGKAL ILIR
1607040,16.07.03,BANYUASIN III,BANYUASIN III
1607041,16.07.17,SEMBAWA,SEMBAWA
1607050,16.07.10,TALANG KELAPA,TALANG KELAPA
1607051,16.07.12,TANJUNG LAGO,TANJUNG LAGO
1607060,16.07.01,BANYUASIN I,BANYUASIN I
1607061,16.07.19,AIR KUMBANG,AIR KUMBANG
1607070,16.07.06,RAMBUTAN,RAMBUTAN
1607080,16.07.07,MUARA PADANG,MUARA PADANG
1607081,16.07.13,MUARA SUGIHAN,MUARA SUGIHAN
1607090,16.07.09,MAKARTI JAYA,MAKARTI JAYA
1607100,16.07.02,BANYUASIN II,BANYUASIN II
1607110,16.07.08,MUARA TELANG,MUARA TELANG
1607111,16.07.18,SUMBER MARGA TELANG,SUMBER MARGA TELANG
1608050,16.09.01,MUARADUA,MUARA DUA
1608090,16.09.04,MUARADUA KISAM,MUARA DUA KISAM
1608010,16.09.08,MEKAKAU ILIR,MEKAKAU ILIR
1608020,16.09.03,BANDING AGUNG,BANDING AGUNG
1608021,16.09.13,WARKUK RANAU SELATAN,WARKUK RANAU SELATAN
1608022,16.09.12,BUAY PEMATANG RIBU RANAU TENGAH,BUAY PEMATANG RIBU RANAU TENGAH
1608030,16.09.09,BUAY PEMACA,BUAY PEMACA
1608040,16.09.05,SIMPANG,SIMPANG
1608041,16.09.17,BUANA PEMACA,BUANA PEMACA
1608051,16.09.19,BUAY RAWAN,BUAY RAWAN
1608060,16.09.06,BUAY SANDANG AJI,BUAY SANDANG AJI
1608061,16.09.18,TIGA DIHAJI,TIGA DIHAJI
1608070,16.09.07,BUAY RUNJUNG,BUAY RUNJUNG
1608071,16.09.14,RUNJUNG AGUNG,RUNJUNG AGUNG
1608080,16.09.10,KISAM TINGGI,KISAM TINGGI
1608091,16.09.11,KISAM ILIR,KISAM ILIR
1608100,16.09.02,PULAU BERINGIN,PULAU BERINGIN
1608101,16.09.16,SINDANG DANAU,SINDANG DANAU
1608102,16.09.15,SUNGAI ARE,SUNGAI ARE
1609012,16.08.16,JAYA PURA,JAYAPURA
1609010,16.08.01,MARTAPURA,MARTAPURA
1609011,16.08.11,BUNGA MAYANG,BUNGA MAYANG
1609020,16.08.05,BUAY PEMUKA PELIUNG,BUAY PEMUKA PELIUNG
1609030,16.08.02,BUAY MADANG,BUAY MADANG
1609031,16.08.12,BUAY MADANG TIMUR,BUAY MADANG TIMUR
1609032,16.08.20,BUAY PEMUKA BANGSA RAJA,BUAY PEMUKA BANGSA RAJA
1609040,16.08.06,MADANG SUKU II,MADANG SUKU II
1609041,16.08.13,MADANG SUKU III,MADANG SUKU III
1609050,16.08.07,MADANG SUKU I,MADANG SUKU I
1609051,16.08.18,BELITANG MADANG RAYA,BELITANG MADANG RAYA
1609060,16.08.03,BELITANG,BELITANG
1609061,16.08.17,BELITANG JAYA,BELITANG JAYA
1609070,16.08.10,BELITANG III,BELITANG III
1609080,16.08.09,BELITANG II,BELITANG II
1609081,16.08.19,BELITANG MULYA,BELITANG MULYA
1609090,16.08.08,SEMENDAWAI SUKU III,SEMENDAWAI SUKU III
1609091,16.08.15,SEMENDAWAI TIMUR,SEMENDAWAI TIMUR
1609100,16.08.04,CEMPAKA,CEMPAKA
1609101,16.08.14,SEMENDAWAI BARAT,SEMENDAWAI BARAT
1610010,16.10.01,MUARA KUANG,MUARA KUANG
1610011,16.10.14,RAMBANG KUANG,RAMBANG KUANG
1610012,16.10.15,LUBUK KELIAT,LUBUK KELIAT
1610020,16.10.02,TANJUNG BATU,TANJUNG BATU
1610021,16.10.16,PAYARAMAN,PAYARAMAN
1610030,16.10.06,RANTAU ALAI,RANTAU ALAI
1610031,16.10.13,KANDIS,KANDIS
1610040,16.10.03,TANJUNG RAJA,TANJUNG RAJA
1610041,16.10.11,RANTAU PANJANG,RANTAU PANJANG
1610042,16.10.12,SUNGAI PINANG,SUNGAI PINANG
1610050,16.10.05,PEMULUTAN,PEMULUTAN
1610051,16.10.09,PEMULUTAN SELATAN,PEMULUTAN SELATAN
1610052,16.10.10,PEMULUTAN BARAT,PEMULUTAN BARAT
1610060,16.10.04,INDRALAYA,INDRALAYA
1610061,16.10.07,INDRALAYA UTARA,INDRALAYA UTARA
1610062,16.10.08,INDRALAYA SELATAN,INDRALAYA SELATAN
1611010,16.11.01,MUARA PINANG,MUARA PINANG
1611020,16.11.05,LINTANG KANAN,LINTANG KANAN
1611030,16.11.02,PENDOPO,PENDOPO
1611031,16.11.10,PENDOPO BARAT,PENDOPO BARAT
1611040,16.11.07,PASEMAH AIR KERUH,PASEMAH AIR KERUH
1611050,16.11.03,ULU MUSI,ULU MUSI
1611051,16.11.08,SIKAP DALAM,SIKAP DALAM
1611060,16.11.06,TALANG PADANG,TALANG PADANG
1611070,16.11.04,TEBING TINGGI,TEBING TINGGI
1611071,16.11.09,SALING,SALING
1612010,16.12.01,TALANG UBI,TALANG UBI
1612020,16.12.05,TANAH ABANG,TANAH ABANG
1612030,16.12.04,ABAB,ABAB
1612040,16.12.03,PENUKAL,PENUKAL
1612050,16.12.02,PENUKAL UTARA,PENUKAL UTARA
1613010,16.13.07,ULU RAWAS,ULU RAWAS
1613020,16.13.06,KARANG JAYA,KARANG JAYA
1613030,16.13.02,RAWAS ULU,RAWAS ULU
1613040,16.13.01,RUPIT,RUPIT
1613050,16.13.05,KARANG DAPO,KARANG DAPO
1613060,16.13.04,RAWAS ILIR,RAWAS ILIR
1613070,16.13.03,NIBUNG,NIBUNG
1671081,16.71.15,ALANG ALANG LEBAR,ALANG-ALANG LEBAR
1671010,16.71.01,ILIR BARAT II,ILIR BARAT II
1671011,16.71.12,GANDUS,GANDUS
1671020,16.71.02,SEBERANG ULU I,SEBERANG ULU I
1671021,16.71.13,KERTAPATI,KERTAPATI
1671022,16.71.17,JAKABARING,JAKABARING
1671030,16.71.03,SEBERANG ULU II,SEBERANG ULU II
1671031,16.71.14,PLAJU,PLAJU
1671040,16.71.04,ILIR BARAT I,ILIR BARAT I
1671041,16.71.11,BUKIT KECIL,BUKIT KECIL
1671050,16.71.05,ILIR TIMUR I,ILIR TIMUR I
1671051,16.71.09,KEMUNING,KEMUNING
1671060,16.71.06,ILIR TIMUR II,ILIR TIMUR II
1671061,16.71.10,KALIDONI,KALIDONI
1671070,16.71.08,SAKO,SAKO
1671071,16.71.16,SEMATANG BORANG,SEMATANG BORANG
1671080,16.71.07,SUKARAMI,SUKARAMI
1671062,16.71.18,ILIR TIMUR III,ILIR TIMUR TIGA
1672010,16.74.04,RAMBANG KAPAK TENGAH,RAMBANG KPK TENGAH
1672020,16.74.02,PRABUMULIH TIMUR,PRABUMULIH TIMUR
1672021,16.74.06,PRABUMULIH SELATAN,PRABUMULIH SELATAN
1672030,16.74.01,PRABUMULIH BARAT,PRABUMULIH BARAT
1672031,16.74.05,PRABUMULIH UTARA,PRABUMULIH UTARA
1672040,16.74.03,CAMBAI,CAMBAI
1673010,16.72.04,DEMPO SELATAN,DEMPO SELATAN
1673011,16.72.05,DEMPO TENGAH,DEMPO TENGAH
1673020,16.72.03,DEMPO UTARA,DEMPO UTARA
1673030,16.72.02,PAGAR ALAM SELATAN,PAGAR ALAM SELATAN
1673040,16.72.01,PAGAR ALAM UTARA,PAGAR ALAM UTARA
1674011,16.73.02,LUBUK LINGGAU BARAT I,LUBUK LINGGAU BARAT I
1674012,16.73.06,LUBUK LINGGAU BARAT II,LUBUK LINGGAU BARAT II
1674021,16.73.03,LUBUK LINGGAU SELATAN I,LUBUK LINGGAU SELATAN I
1674022,16.73.07,LUBUK LINGGAU SELATAN II,LUBUK LINGGAU SELATAN II
1674031,16.73.01,LUBUK LINGGAU TIMUR I,LUBUK LINGGAU TIMUR I
1674032,16.73.05,LUBUK LINGGAU TIMUR II,LUBUK LINGGAU TIMUR II
1674041,16.73.04,LUBUK LINGGAU UTARA I,LUBUK LINGGAU UTARA I
1674042,16.73.08,LUBUK LINGGAU UTARA II,LUBUK LINGGAU UTARA II
1701061,17.01.06,PINORAYA,PINO RAYA
1701040,17.01.04,MANNA,MANNA
1701041,17.01.05,KOTA MANNA,KOTA MANNA
1701042,17.01.01,KEDURANG,KEDURANG
1701043,17.01.10,BUNGA MAS,BUNGA MAS
1701044,17.01.11,PASAR MANNA,PASAR MANNA
1701045,17.01.07,KEDURANG ILIR,KEDURANG ILIR
1701050,17.01.02,SEGINIM,SEGINIM
1701051,17.01.08,AIR NIPIS,AIR NIPIS
1701060,17.01.03,PINO,PINO
1701062,17.01.09,ULU MANNA,ULU MANNA
1702032,17.02.20,BINDU RIANG,BINDURIANG
1702020,17.02.06,KOTA PADANG,KOTA PADANG
1702021,17.02.23,SINDANG BELITI ILIR,SINDANG BELITI ILIR
1702030,17.02.07,PADANG ULAK TANDING,PADANG ULAK TANDING
1702031,17.02.08,SINDANG KELINGI,SINDANG KELINGI
1702033,17.02.21,SINDANG BELITI ULU,SINDANG BELITI ULU
1702034,17.02.22,SINDANG DATARAN,SINDANG DATARAN
1702040,17.02.09,CURUP,CURUP
1702041,17.02.10,BERMANI ULU,BERMANI ULU
1702042,17.02.11,SELUPU REJANG,SELUPU REJANG
1702043,17.02.18,CURUP SELATAN,CURUP SELATAN
1702044,17.02.19,CURUP TENGAH,CURUP TENGAH
1702045,17.02.24,BERMANI ULU RAYA,BERMANI ULU RAYA
1702046,17.02.16,CURUP UTARA,CURUP UTARA
1702047,17.02.17,CURUP TIMUR,CURUP TIMUR
1703060,17.03.07,ARGA MAKMUR,KOTA ARGA MAKMUR
1703010,17.03.01,ENGGANO,ENGGANO
1703050,17.03.06,KERKAP,KERKAP
1703051,17.03.16,AIR NAPAL,AIR NAPAL
1703052,17.03.15,AIR BESI,AIR BESI
1703053,17.03.19,HULU PALIK,HULU PALIK
1703054,17.03.22,TANJUNG AGUNG PALIK,TANJUNG AGUNG PALIK
1703061,17.03.21,ARMA JAYA,ARMA JAYA
1703070,17.03.10,LAIS,LAIS
1703071,17.03.11,BATIK NAU,BATIK NAU
1703072,17.03.08,GIRI MULYA,GIRI MULYA
1703073,17.03.20,AIR PADANG,AIR PADANG
1703080,17.03.09,PADANG JAYA,PADANG JAYA
1703090,17.03.12,KETAHUN,KETAHUN
1703091,17.03.13,NAPAL PUTIH,NAPAL PUTIH
1703092,17.03.23,ULOK KUPAI,ULOK KUPAI
1703093,17.03.24,PINANG RAYA,PINANG RAYA
1703100,17.03.14,PUTRI HIJAU,PUTRI HIJAU
1703101,17.03.25,MARGA SAKTI SEBELAT,MARGA SAKTI SEBELAT
1704010,17.04.07,NASAL,NASAL
1704020,17.04.06,MAJE,MAJE
1704030,17.04.05,KAUR SELATAN,KAUR SELATAN
1704031,17.04.12,TETAP,TETAP
1704040,17.04.04,KAUR TENGAH,KAUR TENGAH
1704041,17.04.10,LUAS,LUAS
1704042,17.04.11,MUARA SAHUNG,MUARA SAHUNG
1704050,17.04.01,KINAL,KINAL
1704051,17.04.08,SEMIDANG GUMAY,SEMIDANG GUMAY
1704060,17.04.02,TANJUNG KEMUNING,TANJUNG KEMUNING
1704061,17.04.09,KELAM TENGAH,KELAM TENGAH
1704070,17.04.03,KAUR UTARA,KAUR UTARA
1704071,17.04.14,PADANG GUCI HILIR,PADANG GUCI HILIR
1704072,17.04.13,LUNGKANG KULE,LUNGKANG KULE
1704073,17.04.15,PADANG GUCI HULU,PADANG GUCI HULU
1705010,17.05.05,SEMIDANG ALAS MARAS,SEMIDANG ALAS MARAS
1705020,17.05.04,SEMIDANG ALAS,SEMIDANG ALAS
1705030,17.05.03,TALO,TALO
1705031,17.05.14,ILIR TALO,ILIR TALO
1705032,17.05.12,TALO KECIL,TALO KECIL
1705033,17.05.13,ULU TALO,ULU TALO
1705040,17.05.02,SELUMA,SELUMA
1705041,17.05.11,SELUMA SELATAN,SELUMA SELATAN
1705042,17.05.08,SELUMA BARAT,SELUMA BARAT
1705043,17.05.09,SELUMA TIMUR,SELUMA TIMUR
1705044,17.05.10,SELUMA UTARA,SELUMA UTARA
1705050,17.05.01,SUKARAJA,SUKARAJA
1705051,17.05.06,AIR PERIUKAN,AIR PERIUKAN
1705052,17.05.07,LUBUK SANDI,LUBUK SANDI
1706051,17.06.13,AIR MANJUNTO,AIR MAJUNTO
1706010,17.06.05,IPUH,IPUH
1706011,17.06.07,AIR RAMI,AIR RAMI
1706012,17.06.06,MALIN DEMAN,MALIN DEMAN
1706020,17.06.04,PONDOK SUGUH,PONDOK SUGUH
1706021,17.06.15,SUNGAI RUMBAI,SUNGAI RUMBAI
1706022,17.06.08,TERAMANG JAYA,TERAMANG JAYA
1706030,17.06.03,TERAS TERUNJAM,TERAS TERUNJAM
1706031,17.06.10,PENARIK,PENARIK
1706032,17.06.09,SELAGAN RAYA,SELAGAN RAYA
1706040,17.06.02,KOTA MUKOMUKO,KOTA MUKOMUKO
1706041,17.06.14,AIR DIKIT,AIR DIKIT
1706042,17.06.11,XIV KOTO,XIV KOTO
1706050,17.06.01,LUBUK PINANG,LUBUK PINANG
1706052,17.06.12,V KOTO,V KOTO
1707010,17.07.05,RIMBO PENGADANG,RIMBO PENGADANG
1707011,17.07.06,TOPOS,TOPOS
1707020,17.07.04,LEBONG SELATAN,LEBONG SELATAN
1707021,17.07.07,BINGIN KUNING,BINGIN KUNING
1707030,17.07.03,LEBONG TENGAH,LEBONG TENGAH
1707031,17.07.08,LEBONG SAKTI,LEBONG SAKTI
1707040,17.07.02,LEBONG ATAS,LEBONG ATAS
1707042,17.07.09,PELABAI,PELABAI
1707050,17.07.01,LEBONG UTARA,LEBONG UTARA
1707051,17.07.10,AMEN,AMEN
1707052,17.07.11,URAM JAYA,URAM JAYA
1707053,17.07.12,PINANG BELAPIS,PINANG BELAPIS
