kode_bps,kode_dagri,nama_bps,nama_dagri
3327120018,33.27.12.2017,KANDANG,KANDANG
3327130001,33.27.13.2001,SUKOREJO,SUKOREJO
3327130002,33.27.13.2002,BOTEKAN,BOTEKAN
3327130003,33.27.13.2003,ROWOSARI,ROWOSARI
3327130004,33.27.13.2004,AMBOWETAN,AMBOWETAN
3327130005,33.27.13.2005,PAGERGUNUNG,PAGERGUNUNG
3327130006,33.27.13.2006,WIYOROWETAN,WIYOROWETAN
3327130007,33.27.13.2007,SAMONG,SAMONG
3327130008,33.27.13.2008,TASIKREJO,TASIKREJO
3327130009,33.27.13.2009,BUMIREJO,BUMIREJO
3327130010,33.27.13.2010,KALIPRAU,KALIPRAU
3327130011,33.27.13.2011,KERTOSARI,KERTOSARI
3327130012,33.27.13.2012,PAMUTIH,PAMUTIH
3327130013,33.27.13.2013,PADEK,PADEK
3327130014,33.27.13.2014,BLENDUNG,BLENDUNG
3327130015,33.27.13.2015,KETAPANG,KETAPANG
3327130016,33.27.13.2016,LIMBANGAN,LIMBANGAN
3327130017,33.27.13.2017,MOJO,MOJO
3327130018,33.27.13.2018,PESANTREN,PESANTREN
3328010001,33.28.01.2001,PRUPUK SELATAN,PRUPUK SELATAN
3328010002,33.28.01.2012,PRUPUK UTARA,PRUPUK UTARA
3328010003,33.28.01.2002,KALIGAYAM,KALIGAYAM
3328010004,33.28.01.2004,WANASARI,WANASARI
3328010005,33.28.01.2005,DANARAJA,DANARAJA
3328010006,33.28.01.2006,JEMBAYAT,JEMBAYAT
3328010007,33.28.01.2007,MARGASARI,MARGASARI
3328010008,33.28.01.2003,DUKUH TENGAH,DUKUH TENGAH
3328010009,33.28.01.2008,PAKULAUT,PAKULAUT
3328010011,33.28.01.2010,KALISALAK,KALISALAK
3328010012,33.28.01.2009,KARANGDAWA,KARANGDAWA
3328010013,33.28.01.2011,JATILABA,JATILABA
3328010010,33.28.01.2013,MARGAAYU,MARGA AYU
3328020001,33.28.02.2013,CEMPAKA,CEMPAKA
3328020002,33.28.02.2012,CINTAMANIK,CINTAMANIK
3328020003,33.28.02.2011,DUKUHBENDA,DUKUHBENDA
3328020004,33.28.02.2002,SIGEDONG,SIGEDONG
3328020005,33.28.02.2001,GUCI,GUCI
3328020006,33.28.02.2003,BATUMIRAH,BATUMIRAH
3328020007,33.28.02.2010,BEGAWAT,BEGAWAT
3328020009,33.28.02.2015,JEJEG,JEJEG
3328020010,33.28.02.2009,MUNCANGLARANG,MUNCANGLARANG
3328020011,33.28.02.2004,BUMIJAWA,BUMIJAWA
3328020012,33.28.02.2008,TRAJU,TRAJU
3328020013,33.28.02.2016,PAGERKASIH,PAGERKASIH
3328020014,33.28.02.2018,CAWITALI,CAWITALI
3328020015,33.28.02.2017,CARUL,CARUL
3328020016,33.28.02.2007,SUMBAGA,SUMBAGA
3328020017,33.28.02.2006,SOKATENGAH,SOKATENGAH
3328020018,33.28.02.2005,SOKASARI,SOKASARI
3328020008,33.28.02.2014,GUNUNG AGUNG,GUNUNGAGUNG
3328030001,33.28.03.2001,REMBUL,REMBUL
3328030002,33.28.03.2002,DUKUHTENGAH,DUKUHTENGAH
3328030003,33.28.03.2003,KEDAWUNG,KEDAWUNG
3328030004,33.28.03.2004,SUNIARSIH,SUNIARSIH
3328030006,33.28.03.2006,TUWEL,TUWEL
3328030007,33.28.03.2007,BOJONG,BOJONG
3328030008,33.28.03.2008,BUNIWAH,BUNIWAH
3328030009,33.28.03.2009,LENGKONG,LENGKONG
3328030010,33.28.03.2010,BATUNYANA,BATUNYANA
3328030011,33.28.03.2011,SANGKANAYU,SANGKANAYU
3328030012,33.28.03.2012,GUNUNGJATI,GUNUNGJATI
3328030014,33.28.03.2014,KAJENENGAN,KAJENENGAN
3328030015,33.28.03.2015,KALIJAMBU,KALIJAMBU
3328030016,33.28.03.2016,DANASARI,DANASARI
3328030017,33.28.03.2017,CIKURA,CIKURA
3328030005,33.28.03.2005,KARANGMULYO,KARANGMULYA
3328030013,33.28.03.2013,PUCANGLUWUK,PUNCANGLUWUK
3328040001,33.28.04.2001,CENGGINI,CENGGINI
3328040002,33.28.04.2002,BUKATEJA,BUKATEJA
3328040003,33.28.04.2003,KALIBAKUNG,KALIBAKUNG
3328040004,33.28.04.2004,KARANGJAMBU,KARANGJAMBU
3328040005,33.28.04.2005,CILONGOK,CILONGOK
3328040006,33.28.04.2006,TEMBONGWAH,TEMBONGWAH
3328040007,33.28.04.2007,DANAREJA,DANAREJA
3328040008,33.28.04.2008,SANGKANJAYA,SANGKANJAYA
3328040009,33.28.04.2009,DANAWARIH,DANAWARIH
3328040010,33.28.04.2010,PAGERWANGI,PAGERWANGI
3328040011,33.28.04.2011,HARJOWINANGUN,HARJOWINANGUN
3328040012,33.28.04.2012,BATUAGUNG,BATUAGUNG
3328040013,33.28.04.2013,KALIWUNGU,KALIWUNGU
3328040015,33.28.04.2015,SESEPAN,SESEPAN
3328040017,33.28.04.2017,PAMIRITAN,PAMIRITAN
3328040018,33.28.04.2018,BALAPULANG WETAN,BALAPULANG WETAN
3328040019,33.28.04.2019,BALAPULANG KULON,BALAPULANG KULON
3328040020,33.28.04.2020,CIBUNAR,CIBUNAR
3328040014,33.28.04.2014,BANJAR ANYAR,BANJARANYAR
3328040016,33.28.04.2016,WRINGIN JENGGOT,WRINGINJENGGOT
3328050001,33.28.05.2001,SRENGSENG,SRENGSENG
3328050002,33.28.05.2002,RAJEGWESI,RAJEGWESI
3328050004,33.28.05.2004,MULYOHARJO,MULYOHARJO
3328050005,33.28.05.2005,SEMBOJA,SEMBOJA
3328050006,33.28.05.2006,RANDUSARI,RANDUSARI
3328050007,33.28.05.2007,JATIWANGI,JATIWANGI
3328050008,33.28.05.2008,PAGERBARANG,PAGERBARANG
3328050009,33.28.05.2009,KARANGANYAR,KARANGANYAR
3328050010,33.28.05.2010,KERTAHARJA,KERTAHARJA
3328050011,33.28.05.2011,KEDUNGSUGIH,KEDUNGSUGIH
3328050012,33.28.05.2012,SUROKIDUL,SUROKIDUL
3328050013,33.28.05.2013,PESAREAN,PESAREAN
3328050003,33.28.05.2003,SIDO MULYO,SIDAMULYA
3328060001,33.28.06.2001,TIMBANGREJA,TIMBANGREJA
3328060002,33.28.06.2005,YAMANSARI,YAMANSARI
3328060003,33.28.06.2002,LEBAKSIU KIDUL,LEBAKSIU KIDUL
3328060004,33.28.06.2003,LEBAKSIU LOR,LEBAKSIU LOR
3328060005,33.28.06.2004,KAJEN,KAJEN
3328060006,33.28.06.2009,DUKUHLO,DUKUHLO
3328060007,33.28.06.2010,PENDAWA,PENDAWA
3328060010,33.28.06.2006,KESUBEN,KESUBEN
3328060011,33.28.06.2007,BALARADIN,BALARADIN
3328060012,33.28.06.2012,KAMBANGAN,KAMBANGAN
3328060013,33.28.06.2014,TEGALANDONG,TEGALANDONG
3328060014,33.28.06.2015,DUKUHDAMU,DUKUHDAMU
3328060008,33.28.06.2011,JATIMULYO,JATIMULYA
3328060015,33.28.06.2013,SLARANG KIDUL,SLARANGKIDUL
3328060009,33.28.06.2008,LEBAK GOAH,LEBAKGOWAH
3328070001,33.28.07.2001,KEDUNGWUNGU,KEDUNGWUNGU
3328070002,33.28.07.2002,MOKAHA,MOKAHA
3328070003,33.28.07.2003,PENYALAHAN,PENYALAHAN
3328070004,33.28.07.2004,SITAIL,SITAIL
3328070005,33.28.07.2005,SUMBARANG,SUMBARANG
3328070006,33.28.07.2006,CERIH,CERIH
3328070007,33.28.07.2007,GANTUNGAN,GANTUNGAN
3328070008,33.28.07.2008,ARGATAWANG,ARGATAWANG
3328070009,33.28.07.2009,PADASARI,PADASARI
3328070010,33.28.07.2010,CAPAR,CAPAR
3328070011,33.28.07.2011,LEBAKWANGI,LEBAKWANGI
3328070012,33.28.07.2012,DUKUHBANGSA,DUKUHBANGSA
3328070013,33.28.07.2013,JATINEGARA,JATINEGARA
3328070014,33.28.07.2014,LUWIJAWA,LUWIJAWA
3328070015,33.28.07.2015,LEMBASARI,LEMBASARI
3328070016,33.28.07.2016,TAMANSARI,TAMANSARI
3328070017,33.28.07.2017,WOTGALIH,WOTGALIH
3328080001,33.28.08.2001,PENUJAH,PENUJAH
3328080003,33.28.08.2003,TONGGARA,TONGGARA
3328080004,33.28.08.2004,KEDUNGBANTENG,KEDUNGBANTENG
3328080005,33.28.08.2005,DUKUHJATI WETAN,DUKUHJATI WETAN
3328080006,33.28.08.2006,SUMINGKIR,SUMINGKIR
3328080007,33.28.08.2007,MARGAMULYA,MARGAMULYA
3328080008,33.28.08.2008,KEBANDINGAN,KEBANDINGAN
3328080009,33.28.08.2009,KARANGMALANG,KARANGMALANG
3328080010,33.28.08.2010,SEMEDO,SEMEDO
3328080002,33.28.08.2002,KARANG ANYAR,KARANGANYAR
3328090001,33.28.09.2002,PENER,PENER
3328090002,33.28.09.2001,DERMASUCI,DERMASUCI
3328090003,33.28.09.2003,DUKUHJATI KIDUL,DUKUHJATI KIDUL
3328090004,33.28.09.2004,DEPOK,DEPOK
3328090005,33.28.09.2005,PENUSUPAN,PENUSUPAN
3328090006,33.28.09.2006,BOGARES KIDUL,BOGARES KIDUL
3328090007,33.28.09.2007,BOGARES LOR,BOGARES LOR
3328090008,33.28.09.2008,PANGKAH,PANGKAH
3328090009,33.28.09.2010,CURUG,CURUG
3328090010,33.28.09.2009,DUKUHSEMBUNG,DUKUHSEMBUNG
3328090011,33.28.09.2011,KENDALSERUT,KENDALSERUT
3328090012,33.28.09.2012,GROBOG KULON,GROBOG KULON
3328090013,33.28.09.2015,GROBOG WETAN,GROBOG WETAN
3328090014,33.28.09.2016,TALOK,TALOK
3328090015,33.28.09.2017,PAKETIBAN,PAKETIBAN
3328090016,33.28.09.2018,RANCAWIRU,RANCAWIRU
3328090017,33.28.09.2023,BALAMOA,BALAMOA
3328090018,33.28.09.2022,DERMASANDI,DERMASANDI
3328090020,33.28.09.2019,JENGGAWUR,JENGGAWUR
3328090021,33.28.09.2020,KALIKANGKUNG,KALIKANGKUNG
3328090022,33.28.09.2014,PECABEAN,PECABEAN
3328090023,33.28.09.2013,BEDUG,BEDUG
3328090019,33.28.09.2021,PURBAYASA,PUBAYASA
3328100001,33.28.10.2001,KALISAPU,KALISAPU
3328100004,33.28.10.2004,SLAWI KULON,SLAWI KULON
3328100005,33.28.10.1010,SLAWI WETAN,SLAWI WETAN
3328100006,33.28.10.1007,KAGOK,KAGOK
3328100007,33.28.10.1008,PROCOT,PROCOT
3328100008,33.28.10.1009,KUDAILE,KUDAILE
3328100009,33.28.10.2005,TRAYEMAN,TRAYEMAN
3328100010,33.28.10.1006,PAKEMBARAN,PAKEMBARAN
3328100002,33.28.10.2002,DUKUH RINGIN,DUKUHWRINGIN
3328100003,33.28.10.2003,DUKUH SALAM,DUKUHSALAM
3328110002,33.28.18.2002,SELAPURA,SELAPURA
3328110003,33.28.18.2003,BLUBUK,BLUBUK
3328110004,33.28.18.2009,DUKUHWARU,DUKUHWARU
3328110005,33.28.18.2004,GUMAYUN,GUMAYUN
3328110006,33.28.18.2005,KABUNAN,KABUNAN
3328110007,33.28.18.2006,PEDAGANGAN,PEDAGANGAN
3328110008,33.28.18.2007,KALISOKA,KALISOKA
3328110009,33.28.18.2008,SINDANG,SINDANG
3328110010,33.28.18.2010,BULAKPACING,BULAKPACING
3328110001,33.28.18.2001,SLARANG LOR,SLARANGLOR
3328120001,33.28.11.2001,PEDESLOHOR,PEDESLOHOR
3328120002,33.28.11.2002,LUMINGSER,LUMINGSER
3328120003,33.28.11.2003,KEDUNGSUKUN,KEDUNGSUKUN
3328120004,33.28.11.2004,PAGIYANTEN,PAGIYANTEN
3328120005,33.28.11.2005,PENARUKAN,PENARUKAN
3328120006,33.28.11.2006,HARJOSARI LOR,HARJOSARI LOR
3328120007,33.28.11.2021,HARJOSARI KIDUL,HARJOSARI KIDUL
3328120008,33.28.11.2007,TEMBOK LOR,TEMBOK LOR
3328120009,33.28.11.2008,TEMBOK KIDUL,TEMBOK KIDUL
3328120010,33.28.11.2009,TEMBOK BANJARAN,TEMBOK BANJARAN
3328120011,33.28.11.2010,TEMBOK LUWUNG,TEMBOK LUWUNG
3328120012,33.28.11.2011,ADIWERNA,ADIWERNA
3328120013,33.28.11.2012,KALIMATI,KALIMATI
3328120014,33.28.11.2013,LEMAHDUWUR,LEMAHDUWUR
3328120015,33.28.11.2014,PESAREAN,PESAREAN
3328120016,33.28.11.2015,UJUNGRUSI,UJUNGRUSI
3328120017,33.28.11.2016,PAGEDANGAN,PAGEDANGAN
3328120018,33.28.11.2017,KALIWADAS,KALIWADAS
3328120019,33.28.11.2018,PECANGAKAN,PECANGAKAN
3328120020,33.28.11.2019,GUMALAR,GUMALAR
3328120021,33.28.11.2020,BERSOLE,BERSOLE
3328130001,33.28.13.2001,KETANGGUNGAN,KETANGGUNGAN
3328130002,33.28.13.2006,PENGARASAN,PENGARASAN
3328130003,33.28.13.2002,KUPU,KUPU
3328130004,33.28.13.2003,SIDAKATON,SIDAKATON
3328130005,33.28.13.2004,SIDAPURNA,SIDAPURNA
3328130006,33.28.13.2008,DUKUHTURI,DUKUHTURI
3328130007,33.28.13.2007,LAWATAN,LAWATAN
3328130008,33.28.13.2012,KEPANDEAN,KEPANDEAN
3328130009,33.28.13.2010,PAGONGAN,PAGONGAN
3328130010,33.28.13.2013,GROGOL,GROGOL
3328130011,33.28.13.2005,PEPEDAN,PEPEDAN
3328130013,33.28.13.2009,PEKAUMAN KULON,PEKAUMAN KULON
3328130014,33.28.13.2017,KARANGANYAR,KARANGANYAR
3328130015,33.28.13.2014,BANDASARI,BANDASARI
3328130016,33.28.13.2015,SUTAPRANAN,SUTAPRANAN
3328130017,33.28.13.2016,KADEMANGARAN,KADEMANGARAN
3328130018,33.28.13.2018,PENGABEAN,PENGABEAN
3328130012,33.28.13.2011,DEBONG WETAN,DEBONGWETAN
3328140001,33.28.12.2001,PEGIRIKAN,PEGIRIKAN
3328140002,33.28.12.2002,PEKIRINGAN,PEKIRINGAN
3328140004,33.28.12.2004,PASANGAN,PASANGAN
3328140005,33.28.12.2005,LANGGEN,LANGGEN
3328140006,33.28.12.2006,BENGLE,BENGLE
3328140007,33.28.12.2007,DUKUHMALANG,DUKUHMALANG
3328140008,33.28.12.2008,PESAYANGAN,PESAYANGAN
3328140009,33.28.12.2009,KAJEN,KAJEN
3328140010,33.28.12.2010,KEBASEN,KEBASEN
3328140011,33.28.12.2011,TEGALWANGI,TEGALWANGI
3328140012,33.28.12.2013,TALANG,TALANG
3328140013,33.28.12.2012,KALIGAYAM,KALIGAYAM
3328140014,33.28.12.2014,KALADAWA,KALADAWA
3328140015,33.28.12.2015,CANGKRING,CANGKRING
3328140016,33.28.12.2016,DAWUHAN,DAWUHAN
3328140017,33.28.12.2017,GETASKEREP,GETASKEREP
3328140018,33.28.12.2018,PACUL,PACUL
3328140019,33.28.12.2019,WANGANDAWA,WANGANDAWA
3328140003,33.28.12.2003,GEMBONG KULON,GEMBONGKULON
3328150001,33.28.14.2001,JATIRAWA,JATIRAWA
3328150002,33.28.14.2002,KABUKAN,KABUKAN
3328150003,33.28.14.2003,SETU,SETU
3328150004,33.28.14.2004,PURBASANA,PURBASANA
3328150005,33.28.14.2005,KEMANGGUNGAN,KEMANGGUNGAN
3328150006,33.28.14.2006,KARANGMANGU,KARANGMANGU
3328150007,33.28.14.2007,LEBETENG,LEBETENG
3328150008,33.28.14.2008,BREKAT,BREKAT
3328150009,33.28.14.2009,KARANGJATI,KARANGJATI
3328150010,33.28.14.2010,BULAKWARU,BULAKWARU
3328150011,33.28.14.2011,MINDAKA,MINDAKA
3328150012,33.28.14.2012,TARUB,TARUB
3328150015,33.28.14.2015,BUMIHARJA,BUMIHARJA
3328150016,33.28.14.2016,KALIJAMBE,KALIJAMBE
3328150017,33.28.14.2020,MANGUNSAREN,MANGUNSAREN
3328150018,33.28.14.2017,MARGAPADANG,MARGAPADANG
3328150019,33.28.14.2018,KESAMIRAN,KESAMIRAN
3328150020,33.28.14.2019,KESADIKAN,KESADIKAN
3328150013,33.28.14.2013,KEDUNG BUNGKUS,KEDUNGBUNGKUS
3328150014,33.28.14.2014,KEDOKAN SAYANG,KEDOKANSAYANG
3328160001,33.28.15.2001,MEJASEM BARAT,MEJASEM BARAT
3328160002,33.28.15.2020,MEJASEM TIMUR,MEJASEM TIMUR
3328160003,33.28.15.2016,DINUK,DINUK
3328160004,33.28.15.2002,JATILAWANG,JATILAWANG
3328160005,33.28.15.2004,KEMANTRAN,KEMANTRAN
3328160006,33.28.15.2003,BABAKAN,BABAKAN
3328160007,33.28.15.2005,KERTAHARJA,KERTAHARJA
3328160008,33.28.15.2006,KETILENG,KETILENG
3328160009,33.28.15.2007,KEPUNDUHAN,KEPUNDUHAN
3328160010,33.28.15.2008,BANGUN GALIH,BANGUN GALIH
3328160011,33.28.15.2009,TANJUNGHARJA,TANJUNGHARJA
3328160012,33.28.15.2010,KEMUNING,KEMUNING
3328160013,33.28.15.2011,PLUMBUNGAN,PLUMBUNGAN
3328160014,33.28.15.2012,MARIBAYA,MARIBAYA
3328160015,33.28.15.2013,KRAMAT,KRAMAT
3328160016,33.28.15.2017,KERTAYASA,KERTAYASA
3328160017,33.28.15.2014,BONGKOK,BONGKOK
3328160019,33.28.15.2018,PADAHARJA,PADAHARJA
3328160020,33.28.15.1019,DAMPYAK,DAMPYAK
3328160018,33.28.15.2015,MUNJUNG AGUNG,MUNJUNGAGUNG
3328170001,33.28.16.2001,KARANGWULUH,KARANGWULUH
3328170002,33.28.16.2002,GEMBONGDADI,GEMBONGDADI
3328170003,33.28.16.2003,KARANGMULYA,KARANGMULYA
3328170004,33.28.16.2004,HARJASARI,HARJASARI
3328170005,33.28.16.2005,KERTASARI,KERTASARI
3328170006,33.28.16.2006,JATIMULYA,JATIMULYA
3328170007,33.28.16.2007,JATIBOGOR,JATIBOGOR
3328170009,33.28.16.2009,PURWAHAMBA,PURWAHAMBA
3328170010,33.28.16.2010,SURADADI,SURADADI
3328170011,33.28.16.2011,BOJONGSANA,BOJONGSANA
3328170008,33.28.16.2008,SIDOHARJO,SIDAHARJA
3328180001,33.28.17.2002,KEDUNGJATI,KEDUNGJATI
3328180003,33.28.17.2010,SIGENTONG,SIGENTONG
3328180004,33.28.17.2011,KREMAN,KREMAN
3328180005,33.28.17.2003,KENDAYAKAN,KENDAYAKAN
3328180006,33.28.17.2008,SUKAREJA,SUKAREJA
3328180007,33.28.17.2004,WARUREJA,WARUREJA
3328180009,33.28.17.2006,BANJARTURI,BANJARTURI
3328180011,33.28.17.2007,KEDUNGKELOR,KEDUNGKELOR
3328180012,33.28.17.2005,DEMANGHARJO,DEMANGHARJO
3328180008,33.28.17.2012,RANGIMULYA,RANGI MULYA
3328180010,33.28.17.2009,BANJAR AGUNG,BANJARAGUNG
3328180002,33.28.17.2001,SIDOMULYO,SIDAMULYA
3329010002,33.29.01.2013,INDRAJAYA,INDRAJAYA
3329010003,33.29.01.2001,BANJARAN,BANJARAN
3329010004,33.29.01.2017,SALEM,SALEM
3329010007,33.29.01.2007,GANGGAWANG,GANGGAWANG
3329010008,33.29.01.2006,CITIMBANG,CITIMBANG
3329010009,33.29.01.2014,KADUMANIS,KADUMANIS
3329010010,33.29.01.2008,GANDOANG,GANDOANG
3329010011,33.29.01.2005,CIPUTIH,CIPUTIH
3329010012,33.29.01.2003,BENTARSARI,BENTARSARI
3329010013,33.29.01.2002,BENTAR,BENTAR
3329010014,33.29.01.2015,PABUARAN,PABUARAN
3329010015,33.29.01.2018,TEMBONGRAJA,TEMBONGRAJA
3329010017,33.29.01.2021,WINDUSAKTI,WINDUSAKTI
3329010018,33.29.01.2020,WINDUASRI,WINDUASRI
3329010019,33.29.01.2004,CAPAR,CAPAR
3329010020,33.29.01.2019,WANOJA,WANOJA
3329010001,33.29.01.2009,GUNUNG JAYA,GUNUNGJAYA
3329010005,33.29.01.2010,GUNUNG LARANG,GUNUNGLARANG
3329010006,33.29.01.2011,GUNUNG SUGIH,GUNUNGSUGIH
3329010016,33.29.01.2012,GUNUNG TAJEM,GUNUNGTAJEM
3329010021,33.29.01.2016,PASIR PANJANG,PASIRPANJANG
3329020001,33.29.02.2006,CINANAS,CINANAS
3329020002,33.29.02.2002,BANJARSARI,BANJARSARI
3329020003,33.29.02.2005,CIBENTANG,CIBENTANG
3329020004,33.29.02.2017,TELAGA,TELAGA
3329020005,33.29.02.2009,KARANGPARI,KARANGPARI
3329020006,33.29.02.2018,WARU,WARU
3329020007,33.29.02.2012,PANGEBATAN,PANGEBATAN
3329020008,33.29.02.2007,CIOMAS,CIOMAS
3329020009,33.29.02.2015,TAMBAKSERANG,TAMBAKSERANG
3329020010,33.29.02.2011,LEGOK,LEGOK
3329020011,33.29.02.2016,TERLAYA,TERLAYA
3329020012,33.29.02.2008,JIPANG,JIPANG
3329020013,33.29.02.2003,BANTARKAWUNG,BANTARKAWUNG
3329020014,33.29.02.2001,BANGBAYANG,BANGBAYANG
3329020015,33.29.02.2004,BANTARWARU,BANTARWARU
3329020016,33.29.02.2014,SINDANGWANGI,SINDANGWANGI
3329020017,33.29.02.2013,PENGARASAN,PENGARASAN
3329020018,33.29.02.2010,KEBANDUNGAN,KEBANDUNGAN
3329030001,33.29.03.2015,PRUWATAN,PRUWATAN
3329030002,33.29.03.2011,LAREN,LAREN
3329030003,33.29.03.2004,JATISAWIT,JATISAWIT
3329030004,33.29.03.2012,NEGARADAHA,NEGARADAHA
3329030005,33.29.03.2005,KALIERANG,KALIERANG
3329030006,33.29.03.2010,LANGKAP,LANGKAP
3329030007,33.29.03.2001,ADISANA,ADISANA
3329030008,33.29.03.2014,PENGGARUTAN,PENGGARUTAN
3329030009,33.29.03.2003,DUKUHTURI,DUKUHTURI
3329030010,33.29.03.2002,BUMIAYU,BUMIAYU
3329030011,33.29.03.2009,KALIWADAS,KALIWADAS
3329030012,33.29.03.2013,PAMIJEN,PAMIJEN
3329030013,33.29.03.2008,KALISUMUR,KALISUMUR
3329030014,33.29.03.2006,KALILANGKAP,KALILANGKAP
3329030015,33.29.03.2007,KALINUSU,KALINUSU
3329040001,33.29.04.2003,KEDUNGOLENG,KEDUNGOLENG
3329040002,33.29.04.2012,WINDUAJI,WINDUAJI
3329040003,33.29.04.2011,WANATIRTA,WANATIRTA
3329040004,33.29.04.2006,PAGUYANGAN,PAGUYANGAN
3329040005,33.29.04.2007,PAKUJATI,PAKUJATI
3329040006,33.29.04.2010,TARABAN,TARABAN
3329040007,33.29.04.2005,PAGOJENGAN,PAGOJENGAN
3329040008,33.29.04.2004,KRETEK,KRETEK
3329040009,33.29.04.2009,RAGATUNJUNG,RAGATUNJUNG
3329040010,33.29.04.2001,CILIBUR,CILIBUR
3329040011,33.29.04.2002,CIPETUNG,CIPETUNG
3329040012,33.29.04.2008,PANDANSARI,PANDANSARI
3329050001,33.29.05.2013,WANAREJA,WANAREJA
3329050002,33.29.05.2005,IGIRKLANCENG,IGIRKLANCENG
3329050003,33.29.05.2004,DAWUHAN,DAWUHAN
3329050004,33.29.05.2001,BATURSARI,BATURSARI
3329050005,33.29.05.2006,KALIGIRI,KALIGIRI
3329050006,33.29.05.2011,SRIDADI,SRIDADI
3329050007,33.29.05.2012,PLOMPONG,PLOMPONG
3329050008,33.29.05.2002,BENDA,BENDA
3329050009,33.29.05.2007,KALILOKA,KALILOKA
3329050010,33.29.05.2008,MANGGIS,MANGGIS
3329050011,33.29.05.2010,MLAYANG,MLAYANG
3329050012,33.29.05.2009,MENDALA,MENDALA
3329050013,33.29.05.2003,BUNIWAH,BUNIWAH
3329060001,33.29.06.2002,KALIJURANG,KALIJURANG
3329060003,33.29.06.2004,KUTAMENDALA,KUTAMENDALA
3329060004,33.29.06.2003,KARANGJONGKENG,KARANGJONGKENG
3329060005,33.29.06.2013,TONJONG,TONJONG
3329060006,33.29.06.2008,PEPEDAN,PEPEDAN
3329060007,33.29.06.2006,LINGGAPURA,LINGGAPURA
3329060008,33.29.06.2007,NEGARAYU,NEGARAYU
3329060009,33.29.06.2012,TANGGERAN,TANGGERAN
3329060010,33.29.06.2011,PURWODADI,PURWODADI
3329060011,33.29.06.2009,PURBAYASA,PURBAYASA
3329060012,33.29.06.2014,WATUJAYA,WATUJAYA
3329060013,33.29.06.2005,KUTAYU,KUTAYU
3329060014,33.29.06.2010,RAJAWETAN,RAJAWETAN
3329060002,33.29.06.2001,GALUH TIMUR,GALUHTIMUR
3329070001,33.29.15.2001,KAMAL,KAMAL
3329070002,33.29.15.2010,WLAHAR,WLAHAR
3329070003,33.29.15.2006,PAMULIHAN,PAMULIHAN
3329070004,33.29.15.2003,KEDUNGBOKOR,KEDUNGBOKOR
3329070005,33.29.15.2004,LARANGAN,LARANGAN
3329070006,33.29.15.2002,KARANGBALE,KARANGBALE
3329070007,33.29.15.2005,LUWUNGGEDE,LUWUNGGEDE
3329070008,33.29.15.2009,SLATRI,SLATRI
3329070009,33.29.15.2008,SITANGGAL,SITANGGAL
3329070010,33.29.15.2011,SIANDONG,SIANDONG
3329070011,33.29.15.2007,RENGASPENDAWA,RENGASPENDAWA
3329080001,33.29.16.2010,JEMASIH,JEMASIH
3329080002,33.29.16.2007,CISEUREUH,CISEUREUH
3329080003,33.29.16.2017,SINDANGJAYA,SINDANGJAYA
3329080004,33.29.16.2016,PAMEDARAN,PAMEDARAN
3329080005,33.29.16.2005,CIKEUSAL KIDUL,CIKEUSAL KIDUL
3329080006,33.29.16.2006,CIKEUSAL LOR,CIKEUSAL LOR
3329080007,33.29.16.2002,BUARA,BUARA
3329080008,33.29.16.2011,KARANGBANDUNG,KARANGBANDUNG
3329080009,33.29.16.2001,BAROS,BAROS
3329080010,33.29.16.2015,KUBANGSARI,KUBANGSARI
3329080011,33.29.16.2014,KUBANGWUNGU,KUBANGWUNGU
3329080012,33.29.16.2018,TANGGUNGSARI,TANGGUNGSARI
3329080013,33.29.16.2008,DUKUHBADAG,DUKUHBADAG
3329080014,33.29.16.2013,KUBANGJATI,KUBANGJATI
3329080015,33.29.16.2019,KARANGMALANG,KARANGMALANG
3329080017,33.29.16.2012,KETANGGUNGAN,KETANGGUNGAN
3329080018,33.29.16.2020,DUKUHTURI,DUKUHTURI
3329080019,33.29.16.2003,BULAKELOR,BULAKELOR
3329080020,33.29.16.2021,PADAKATON,PADAKATON
3329080021,33.29.16.2004,CIDUWET,CIDUWET
3329080016,33.29.16.2009,DUKUH TENGAH,DUKUHTENGAH
3329090001,33.29.17.2022,SINDANGHEULA,SINDANGHEULA
3329090002,33.29.17.2004,BLANDONGAN,BLANDONGAN
3329090003,33.29.17.2016,KERTASARI,KERTASARI
3329090004,33.29.17.2001,BANDUNGSARI,BANDUNGSARI
3329090005,33.29.17.2013,CIPAJANG,CIPAJANG
3329090006,33.29.17.2020,PENANGGAPAN,PENANGGAPAN
3329090007,33.29.17.2018,MALAHAYU,MALAHAYU
3329090008,33.29.17.2011,CIKUYA,CIKUYA
3329090009,33.29.17.2003,BANJARHARJO,BANJARHARJO
3329090011,33.29.17.2008,CIGADUNG,CIGADUNG
3329090012,33.29.17.2025,TIWULANDU,TIWULANDU
3329090013,33.29.17.2010,CIKAKAK,CIKAKAK
3329090014,33.29.17.2006,CIBENDUNG,CIBENDUNG
3329090015,33.29.17.2015,KARANGMAJA,KARANGMAJA
3329090016,33.29.17.2014,DUKUHJERUK,DUKUHJERUK
3329090017,33.29.17.2021,PENDE,PENDE
3329090018,33.29.17.2023,SUKAREJA,SUKAREJA
3329090019,33.29.17.2017,KUBANGJERO,KUBANGJERO
3329090020,33.29.17.2007,CIBUNIWANGI,CIBUNIWANGI
3329090021,33.29.17.2012,CIMUNDING,CIMUNDING
