kode_1961,nama_1961,kode_1971,nama_1971,kode_1980,nama_1980,kode_1990,nama_1990,kode_2000,nama_2000,kode_20102,nama_20102,kode_20111,nama_20111,kode_20112,nama_20112,kode_20121,nama_20121,kode_20122,nama_20122,kode_20131,nama_20131,kode_20132,nama_20132,kode_20141,nama_20141,kode_20142,nama_20142,kode_20151,nama_20151,kode_20152,nama_20152,kode_20161,nama_20161,kode_20162,nama_20162,kode_20171,nama_20171,kode_20172,nama_20172,kode_20181,nama_20181
1710,SIDENRENG/ RAPPANG,2314,SIT. RAPPANG,2314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG,7314,SIDENRENG RAPPANG
1708,PINRANG,2315,PINRANG,2315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG,7315,PINRANG
1709,ENREKANG,2316,ENREKANG,2316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG,7316,ENREKANG
1704,LUWU,2317,LUWU,2317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU,7317,LUWU
1707,TANA TORADJA,2318,TANA TORADJA,2318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA
1704,LUWU,2317,LUWU,2317,LUWU,7317,LUWU,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA,7322,LUWU UTARA
1704,LUWU,2317,LUWU,2317,LUWU,7317,LUWU,7322,LUWU UTARA,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR,7325,LUWU TIMUR
1707,TANA TORADJA,2318,TANA TORADJA,2318,TANA TORAJA,7318,TANA TORAJA,7318,TANA TORAJA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA,7326,TORAJA UTARA
1701,MAKASSAR,2322,MAKASAR,2322,KOTA UJUNG PANDANG,7371,UJUNG PANDANG,7371,KOTA UJUNG PANDANG,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR,7371,MAKASSAR
1702,PARE-PARE,2323,PARE-PARE,2323,KOTA PARE-PARE,7372,PARE PARE,7372,KOTA PARE-PARE,7372,PARE-PARE,7372,PARE-PARE,7372,PARE-PARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE,7372,PAREPARE
1704,LUWU,2317,LUWU,2317,LUWU,7317,LUWU,7317,LUWU,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO,7373,PALOPO
1610,BANGGAI,2201,LUWUK BANGGAI,2201,BANGGAI,7201,BANGGAI,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN
1610,BANGGAI,2201,LUWUK BANGGAI,2201,BANGGAI,7201,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI,7202,BANGGAI
1609,POSO,2202,POSO,2202,POSO,7202,POSO,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI
1609,POSO,2202,POSO,2202,POSO,7202,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO,7204,POSO
1608,DONGGALA,2203,DONGGALA,2203,DONGGALA,7203,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA,7205,DONGGALA
1607,BUAL TOLI-TOLI,2204,BUOL TOLI-TOLI,2204,BUOL TOLI-TOLI,7204,BUOL TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI,7206,TOLI-TOLI
1607,BUAL TOLI-TOLI,2204,BUOL TOLI-TOLI,2204,BUOL TOLI-TOLI,7204,BUOL TOLI-TOLI,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL,7207,BUOL
1608,DONGGALA,2203,DONGGALA,2203,DONGGALA,7203,DONGGALA,7205,DONGGALA,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG,7208,PARIGI MOUTONG
1609,POSO,2202,POSO,2202,POSO,7202,POSO,7204,POSO,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA,7209,TOJO UNA-UNA
1608,DONGGALA,2203,DONGGALA,2203,DONGGALA,7203,DONGGALA,7205,DONGGALA,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI,7210,SIGI
1610,BANGGAI,2201,LUWUK BANGGAI,2201,BANGGAI,7201,BANGGAI,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7201,BANGGAI KEPULAUAN,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT,7211,BANGGAI LAUT
1609,POSO,2202,POSO,2202,POSO,7202,POSO,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7203,MOROWALI,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA,7212,MOROWALI UTARA
1608,DONGGALA,2203,DONGGALA,2203,DONGGALA,7203,DONGGALA,7271,KOTA PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU,7271,PALU
1605,BELAANG MONGONDOE,2102,BOLAANG MONGONDOW,2102,BOLAANG MONGONDOW,7102,BOLAANG MONGONDOW,7103,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW,7101,BOLAANG MONGONDOW
1604,MINAHASA,2103,MINAHASA,2103,MINAHASA,7103,MINAHASA,7104,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA,7102,MINAHASA
1603,SANGIR TALAUD,2104,SANGIHE TALAUD,2104,SANGIHE TALAUD,7104,SANGIHE TALAUD,7105,SANGIHE TALAUD,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE,7103,KEPULAUAN SANGIHE
1603,SANGIR TALAUD,2104,SANGIHE TALAUD,2104,SANGIHE TALAUD,7104,SANGIHE TALAUD,7105,SANGIHE TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD,7104,KEPULAUAN TALAUD
1604,MINAHASA,2103,MINAHASA,2103,MINAHASA,7103,MINAHASA,7104,MINAHASA,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN,7105,MINAHASA SELATAN
1604,MINAHASA,2103,MINAHASA,2103,MINAHASA,7103,MINAHASA,7104,MINAHASA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA,7106,MINAHASA UTARA
1605,BELAANG MONGONDOE,2102,BOLAANG MONGONDOW,2102,BOLAANG MONGONDOW,7102,BOLAANG MONGONDOW,7103,BOLAANG MONGONDOW,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA,7107,BOLAANG MONGONDOW UTARA
1603,SANGIR TALAUD,2104,SANGIHE TALAUD,2104,SANGIHE TALAUD,7104,SANGIHE TALAUD,7105,SANGIHE TALAUD,7108,KEPULAUAN SIAU TAGULANDANG BIARO,7108,KEPULAUAN SIAU TAGULANDANG BIARO,7108,KEPULAUAN SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO,7108,SIAU TAGULANDANG BIARO
1604,MINAHASA,2103,MINAHASA,2103,MINAHASA,7103,MINAHASA,7104,MINAHASA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA,7109,MINAHASA TENGGARA
1605,BELAANG MONGONDOE,2102,BOLAANG MONGONDOW,2102,BOLAANG MONGONDOW,7102,BOLAANG MONGONDOW,7103,BOLAANG MONGONDOW,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN,7110,BOLAANG MONGONDOW SELATAN
1605,BELAANG MONGONDOE,2102,BOLAANG MONGONDOW,2102,BOLAANG MONGONDOW,7102,BOLAANG MONGONDOW,7103,BOLAANG MONGONDOW,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR,7111,BOLAANG MONGONDOW TIMUR
1601,MEHNADO,2106,MENADO,2106,KOTA MANADO,7172,MANADO,7172,KOTA MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO,7171,MANADO
1604,MINAHASA,2103,MINAHASA,2103,MINAHASA,7103,MINAHASA,7173,KOTA BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG,7172,BITUNG
1604,MINAHASA,2103,MINAHASA,2103,MINAHASA,7103,MINAHASA,7104,MINAHASA,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON,7173,TOMOHON
1605,BELAANG MONGONDOE,2102,BOLAANG MONGONDOW,2102,BOLAANG MONGONDOW,7102,BOLAANG MONGONDOW,7103,BOLAANG MONGONDOW,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU,7174,KOTAMOBAGU
1505,BULONGAN,2004,BULANGAN,2004,BULONGAN,6404,BULONGAN,6406,MALINAU,6406,MALINAU,6406,MALINAU,6406,MALINAU,6406,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU,6501,MALINAU
1505,BULONGAN,2004,BULANGAN,2004,BULONGAN,6404,BULONGAN,6407,BULUNGAN,6407,BULUNGAN,6407,BULUNGAN,6407,BULUNGAN,6407,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN,6502,BULUNGAN
1505,BULONGAN,2004,BULANGAN,2004,BULONGAN,6404,BULONGAN,6407,BULUNGAN,6410,TANA TIDUNG,6410,TANA TIDUNG,6410,TANA TIDUNG,6410,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG,6503,TANA TIDUNG
1505,BULONGAN,2004,BULANGAN,2004,BULONGAN,6404,BULONGAN,6408,NUNUKAN,6408,NUNUKAN,6408,NUNUKAN,6408,NUNUKAN,6408,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN,6504,NUNUKAN
1505,BULONGAN,2004,BULANGAN,2004,BULONGAN,6404,BULONGAN,6473,KOTA TARAKAN,6473,TARAKAN,6473,TARAKAN,6473,TARAKAN,6473,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN,6571,TARAKAN
1506,PASIR,2001,PASIR,2001,PASIR,6401,PASIR,6401,PASIR,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER,6401,PASER
1503,KUTAI,2002,KUTAI,2002,KUTAI,6402,KUTAI,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT
1503,KUTAI,2002,KUTAI,2002,KUTAI,6402,KUTAI,6403,KUTAI,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA,6403,KUTAI KARTANEGARA
1503,KUTAI,2002,KUTAI,2002,KUTAI,6402,KUTAI,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR,6404,KUTAI TIMUR
1504,BERAU,2003,BERAU,2003,BERAU,6403,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU,6405,BERAU
1506,PASIR,2001,PASIR,2001,PASIR,6401,PASIR,6401,PASIR,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA,6409,PENAJAM PASER UTARA
1503,KUTAI,2002,KUTAI,2002,KUTAI,6402,KUTAI,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6402,KUTAI BARAT,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU,6411,MAHAKAM HULU
1501,BALIKPAPAN,2005,BALIKPAPAN,2005,KOTA BALIKPAPAN,6471,BALIKPAPAN,6471,KOTA BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN,6471,BALIKPAPAN
